ORIGEN,DESTINO,PROVEEDOR,SENCILLO,FULL,TIPO DE SERVICIO ,CONTENEDOR ,VIGENCIA,MAXIMO DE CARGA,SOBRE PESO ,CONSIGNATARIO,CODIGO CW,COMODITY,PESO PERMITIDO ,VOLUMEN PERMITIDO,BURREO / LOCAL,MANIOBRAS CARGA Y DESCARGA,HORAS LIBRES CARGA Y DESCARGA,FLETE EN FALSO,ESTADIAS X CTN,PERNOCTA,LAVADO DE CONTENEDOR ,REFACTURACIÓN,ALMACENAJES X CTN X DIA
MANZANILLO,LEON/SILAO /IRAPUATO,DAYNO," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,AGUASCALIENTES,DAYNO," $43,000.00 "," $64,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,TIJUANA,DAYNO," $173,000.00 "," $232,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,HERMOSILLO,DAYNO," $113,000.00 "," $151,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,LA PAZ,DAYNO," $198,000.00 "," $260,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CHIHUAHUA,DAYNO," $106,000.00 "," $145,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,TLAXCALA,DAYNO," $63,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,MERIDA,DAYNO," $147,000.00 "," $193,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,VILLA HERMOSA,DAYNO," $111,000.00 "," $150,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,PANTACO ,DAYNO," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CDMX EDOMEX,DAYNO," $56,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,CRSC,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CELAYA,DAYNO," $43,000.00 "," $64,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN JUAN DEL RIO ,DAYNO," $48,000.00 "," $66,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON ,,,,,,,,,,,,,,,
MANZANILLO,AGUASCALIENTES,MARINA," $43,000.00 "," $64,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANANILLO,QUERETARO,MARINA," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,VOLTAJE LATIN/CONVERGE/SINOMAN,JCR-001C/L-VOLSDENLU/CONTECLAX/SINSOLTAM,MAQUINARIA/ CABLE OPTICO/REFACCIONES,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CDMX EDOMEX,MARINA," $56,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CELAYA,MARINA," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,APODACA,MARINA," $63,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN MIGUEL DE ALLENDE ,MARINA," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,MARINA," $29,000.00 "," $43,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,TORREON,MARINA," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,CF MOTOS,JCR-001B/L-CFMMEXMTY,REFACCIONES PARA MOTOCICLETA,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SALTILLO,MARINA," $63,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,VOLTAJE LATIN/CONVERGE/ SINOMAN ,JCR-001C/L-VOLSDENLU/CONTECLAX/SINSOLTAM,MAQUINARIA/ CABLE OPTICO/REFACCIONES,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,LEON/SILAO /IRAPUATO,MARINA," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,GESTAMP,JCR 001B,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO ,PUEBLA,MARINA," $63,000.00 "," $90,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,FYSAM MEXICO,JCR 001 I/L-FYSAUTZLO,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO ,SAN LUIS POTOSI,MARINA," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,FYSAM MEXICO,JCR 001 I/L-FYSAUTZLO,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,,,,,,
MANZANILLO ,RAMOS ARIZPE,MARINA," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO ,REYNOSA,MARINA," $96,000.00 "," $135,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN JUAN DEL RIO ,MARINA," $47,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON ,,,,,,,,,,,,,,,
MANZANILLO,MORELOS,MARINA," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,APODACA,SAGE," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPEJI DEL RIO,SAGE," $52,000.00 "," $73,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,MIWO TECHNOLOGIES,JCR-001A/ L-MIWTECZLO,MERCANCIA GENERAL,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO ,SAN LUIS POTOSI,SAGE," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,GESTAMP,JCR 001B,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO ,RAMOS ARIZPE,SAGE," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN JUAN DEL RIO ,LTP," $48,000.00 "," $66,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON ,,,,,,,,,,,,,,,
MANZANILLO,APODACA,LTP," $63,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,QUERETARO,LTP," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN MIGUEL DE ALLENDE ,LTP," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN LUIS POTOSI,LTP," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,LTP," $29,000.00 "," $43,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,TORREON,LTP," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SALTILLO,LTP," $63,500.00 "," $84,500.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,AGUASCALIENTES,LTP," $43,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,LTP," $43,000.00 "," $66,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,PUEBLA,LTP," $65,000.00 "," $86,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,FYSAM MEXICO,JCR 001 I/L-FYSAUTZLO,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,LEON/SILAO /IRAPUATO,LTP," $45,000.00 "," $64,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CDMX EDOMEX,LTP," $60,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN JUAN DEL RIO ,RC TRUKING," $48,000.00 "," $66,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON ,,,,,,,,,,,,,,,
MANZANILLO,APODACA,RC TRUKING," $63,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,QUERETARO,RC TRUKING," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN MIGUEL DE ALLENDE ,RC TRUKING," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,RC TRUKING," $29,000.00 "," $43,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,TORREON,RC TRUKING," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SALTILLO,RC TRUKING," $63,500.00 "," $84,500.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,AGUASCALIENTES,RC TRUKING," $43,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,PUEBLA,RC TRUKING," $64,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
