ORIGEN,DESTINO,PROVEEDOR,SENCILLO,FULL,TIPO DE SERVICIO ,CONTENEDOR ,VIGENCIA,MAXIMO DE CARGA,SOBRE PESO ,CONSIGNATARIO,CODIGO CW,COMODITY,PESO PERMITIDO ,VOLUMEN PERMITIDO,BURREO / LOCAL,MANIOBRAS CARGA Y DESCARGA,HORAS LIBRES CARGA Y DESCARGA,FLETE EN FALSO,ESTADIAS X CTN,PERNOCTA,LAVADO DE CONTENEDOR ,REFACTURACIÓN,ALMACENAJES X CTN X DIA
MANZANILLO,LEON/SILAO /IRAPUATO,RC TRUKING," $45,000.00 "," $64,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CDMX EDOMEX,RC TRUKING," $60,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN LUIS POTOSI,RC TRUKING," $48,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,GESTAMP,JCR 001B,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,LAGOS DE MORENO JALISCO,RC TRUKING," $44,000.00 "," $64,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CIUDAD ACUÑA COAH,RC TRUKING," $110,000.00 "," $165,000.00 ", CHASIS /PLATAFORMA ,"20""/40""",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,APODACA,RAMZ," $57,125.00 ",N/A, CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,RAMOS ARIZPE,RAMZ," $55,125.00 ",N/A, CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,APODACA,GADO," $63,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,QUERETARO,GADO," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN MIGUEL DE ALLENDE ,GADO," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,AGUASCALIENTES ,GADO," $41,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CDMX EDOMEX,GADO," $56,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN LUIS POTOSI,GADO," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,GADO," $29,000.00 "," $41,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PUEBLA,GADO," $62,500.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TORREON,GADO," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SALTILLO,GADO," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,LEON/SILAO /IRAPUATO,GADO," $43,000.00 "," $60,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TLAXCALA,GADO," $63,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PANTACO ,GADO," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CELAYA,GADO," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO ,RAMOS ARIZPE,GADO," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPEJI DEL RIO,GADO," $49,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPOTZOTLAN,GADO," $55,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,NUEVO LAREDO ,GADO," $93,000.00 "," $127,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN JUAN DEL RIO ,GADO," $47,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,MORELOS,GADO," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,APODACA,TRACUSA," $63,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,QUERETARO,TRACUSA," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN MIGUEL DE ALLENDE ,TRACUSA," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,AGUASCALIENTES ,TRACUSA," $41,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CDMX EDOMEX,TRACUSA," $56,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN LUIS POTOSI,TRACUSA," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,TRACUSA," $29,000.00 "," $41,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PUEBLA,TRACUSA," $62,500.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TORREON,TRACUSA," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SALTILLO,TRACUSA," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,LEON/SILAO /IRAPUATO,TRACUSA," $43,000.00 "," $60,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TLAXCALA,TRACUSA," $63,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PANTACO ,TRACUSA," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CELAYA,TRACUSA," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO ,RAMOS ARIZPE,TRACUSA," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPEJI DEL RIO,TRACUSA," $49,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPOTZOTLAN,TRACUSA," $55,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,NUEVO LAREDO ,TRACUSA," $95,000.00 "," $130,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN JUAN DEL RIO ,TRACUSA," $47,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON ,,,,,,,,,,,,,,,
MANZANILLO,MORELOS,TRACUSA," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,QUERETARO,PETRO," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN MIGUEL DE ALLENDE ,PETRO," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,AGUASCALIENTES ,PETRO," $41,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,CDMX EDOMEX,PETRO," $56,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,20 TON FULL 50TON,"20"" 33.11m3 /40"" 76m3",SENCILLO $4800 FULL $7800,"$1,200 POR CONTENEDOR ",12HORAS,SENCILLO $4500  FULL $5000," $4,500.00 "," $5,000.00 "," $1,800.00 ", $450.00 ,Sencillo $660 Full $750 MXN
MANZANILLO,SAN LUIS POTOSI,PETRO," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,PETRO," $29,000.00 "," $41,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PUEBLA,PETRO," $62,500.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TORREON,PETRO," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SALTILLO,PETRO," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,LEON/SILAO /IRAPUATO,PETRO," $43,000.00 "," $60,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TLAXCALA,PETRO," $63,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PANTACO ,PETRO," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CELAYA,PETRO," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO ,RAMOS ARIZPE,PETRO," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPEJI DEL RIO,PETRO," $49,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPOTZOTLAN,PETRO," $55,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,NUEVO LAREDO ,PETRO," $96,000.00 "," $135,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN JUAN DEL RIO ,PETRO," $47,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,APODACA,ZARAGOZA," $63,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,QUERETARO,ZARAGOZA," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN MIGUEL DE ALLENDE ,ZARAGOZA," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,AGUASCALIENTES ,ZARAGOZA," $41,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CDMX EDOMEX,ZARAGOZA," $56,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN LUIS POTOSI,ZARAGOZA," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,ZARAGOZA," $29,000.00 "," $41,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PUEBLA,ZARAGOZA," $62,500.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TORREON,ZARAGOZA," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SALTILLO,ZARAGOZA," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,LEON/SILAO /IRAPUATO,ZARAGOZA," $43,000.00 "," $60,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TLAXCALA,ZARAGOZA," $63,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PANTACO ,ZARAGOZA," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CELAYA,ZARAGOZA," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO ,RAMOS ARIZPE,ZARAGOZA," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPEJI DEL RIO,ZARAGOZA," $49,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPOTZOTLAN,ZARAGOZA," $55,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,NUEVO LAREDO ,ZARAGOZA," $98,000.00 "," $130,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN JUAN DEL RIO ,ZARAGOZA," $47,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,MORELOS,ZARAGOZA," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,QUERETARO,ALCHAREY," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN MIGUEL DE ALLENDE ,ALCHAREY," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,AGUASCALIENTES ,ALCHAREY," $41,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CDMX EDOMEX,ALCHAREY," $56,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
